Date,Open,High,Low,Close,Adj Close,Volume
9/15/2006,11528.75,11613.50977,11528.75,11560.76953,11560.76953,365450000
9/18/2006,11559.96973,11588.37988,11528.11035,11555,11555,192680000
9/19/2006,11554.59961,11562.04981,11480.55957,11540.91016,11540.91016,178880000
9/20/2006,11542.28027,11628.87988,11542.2002,11613.19043,11613.19043,226390000
9/21/2006,11611.66992,11630.55957,11501.76953,11533.23047,11533.23047,241370000
9/22/2006,11532.91016,11533.07031,11474.55957,11508.09961,11508.09961,198480000
9/25/2006,11509.29981,11616.48047,11486,11575.80957,11575.80957,267990000
9/26/2006,11575.73047,11670.26953,11567.65039,11669.38965,11669.38965,283670000
9/27/2006,11670.19043,11720.76953,11659.62012,11689.24023,11689.24023,296890000
9/28/2006,11689.40039,11728.45996,11660.41992,11718.4502,11718.4502,236500000
9/29/2006,11718.04981,11741.99023,11677.79004,11679.07031,11679.07031,216040000
10/2/2006,11678.99023,11726.94043,11658.66016,11670.34961,11670.34961,198010000
10/3/2006,11670.11035,11758.9502,11653.05957,11727.33984,11727.33984,230570000
10/4/2006,11722.94043,11851.25,11707.49023,11850.61035,11850.61035,281860000
10/5/2006,11844.37988,11870.05957,11821.23047,11866.69043,11866.69043,253550000
10/6/2006,11865.49023,11865.57031,11800.5,11850.20996,11850.20996,242980000
10/9/2006,11849.55957,11872.94043,11813.21973,11857.80957,11857.80957,177940000
10/10/2006,11857.73047,11877.90039,11829.70996,11867.16992,11867.16992,227210000
10/11/2006,11865.49023,11875.98047,11794.16992,11852.12988,11852.12988,256040000
10/12/2006,11854.12988,11959.62988,11854.04981,11947.7002,11947.7002,291010000
10/13/2006,11947.21973,11960.50977,11908.79981,11960.50977,11960.50977,295100000
10/16/2006,11961.30957,11997.25,11945.54004,11980.59961,11980.59961,271740000
10/17/2006,11977.40039,11979.08008,11887.19043,11950.01953,11950.01953,238130000
10/18/2006,11947.62012,12049.50977,11947.62012,11992.67969,11992.67969,344650000
10/19/2006,11988.91992,12027.74023,11966.91016,12011.73047,12011.73047,260150000
10/20/2006,12013.00977,12048.87012,11941.94043,12002.37012,12002.37012,313840000
10/23/2006,12116.50977,12125.16016,11971.79004,12116.91016,12116.91016,288780000
10/24/2006,12116.50977,12133.79981,12079.04981,12127.87988,12127.87988,257650000
10/25/2006,12127.24023,12147.96973,12081.76953,12134.67969,12134.67969,238470000
10/26/2006,12134.83984,12167.01953,12096.09961,12163.66016,12163.66016,237150000
10/27/2006,12164.78027,12164.86035,12073.53027,12090.25977,12090.25977,277340000
10/30/2006,12089.13965,12117.23047,12049.91992,12086.5,12086.5,206240000
10/31/2006,12086.17969,12113.38965,12025.33984,12080.73047,12080.73047,277410000
11/1/2006,12080.25,12123.95996,12007.16992,12031.01953,12031.01953,245720000
11/2/2006,12023.98047,12032.54981,11979,12018.54004,12018.54004,222140000
11/3/2006,12018.29981,12061.51953,11965.30957,11986.04004,11986.04004,197740000
11/6/2006,11985.16016,12117.70996,11984.75977,12105.54981,12105.54981,211250000
11/7/2006,12104.75,12196.32031,12101.05957,12156.76953,12156.76953,222400000
11/8/2006,12147.37988,12193.75,12102.90039,12176.54004,12176.54004,252650000
11/9/2006,12174.7002,12187.03027,12090.09961,12103.29981,12103.29981,275340000
11/10/2006,12102.74023,12127.08008,12074.00977,12108.42969,12108.42969,204440000
11/13/2006,12097.7002,12164.7002,12084.80957,12131.87988,12131.87988,194050000
11/14/2006,12132.44043,12228.00977,12084.96973,12218.00977,12218.00977,255300000
11/15/2006,12214.37012,12291.73047,12205.75977,12251.70996,12251.70996,258840000
11/16/2006,12250.04981,12325.91016,12250.04981,12305.82031,12305.82031,223350000
11/17/2006,12304.62012,12342.55957,12277.40039,12342.55957,12342.55957,285110000
11/20/2006,12340.70996,12355.23047,12302.51953,12316.54004,12316.54004,228960000
11/21/2006,12312.12988,12339.84961,12296.03027,12321.58984,12321.58984,216660000
11/22/2006,12321.91016,12361,12302.75977,12326.9502,12326.9502,177740000
11/24/2006,12321.70996,12324.11035,12258.86035,12280.16992,12280.16992,77630000
11/27/2006,12279.12988,12279.53027,12110.80957,12121.70996,12121.70996,236740000
11/28/2006,12118.94043,12149.19043,12072.59961,12136.4502,12136.4502,222630000
11/29/2006,12134.40039,12240.66992,12134.40039,12226.73047,12226.73047,219270000
11/30/2006,12226.73047,12275.12012,12162.48047,12221.92969,12221.92969,294890000
12/1/2006,12220.96973,12248.04004,12089.98047,12194.12988,12194.12988,275410000
12/4/2006,12195.57031,12309.96973,12195.57031,12283.84961,12283.84961,270630000
12/5/2006,12283.69043,12335.37012,12276.08008,12331.59961,12331.59961,233170000
12/6/2006,12328.71973,12335.4502,12294.83008,12309.25,12309.25,220840000
12/7/2006,12310.12988,12360.75977,12264.46973,12278.41016,12278.41016,251340000
12/8/2006,12278.41016,12332.87988,12243.08008,12307.49023,12307.49023,240800000
12/11/2006,12306.20996,12354.58984,12297.62988,12328.48047,12328.48047,213850000
12/12/2006,12328.24023,12333.91992,12252.04981,12315.58008,12315.58008,248140000
12/13/2006,12312.70996,12368.61035,12301.55957,12317.5,12317.5,213520000
12/14/2006,12317.5,12431.25977,12307.00977,12416.75977,12416.75977,253900000
12/15/2006,12417.95996,12486.29981,12417.87988,12445.51953,12445.51953,417750000
12/18/2006,12446.24023,12490.7002,12428.94043,12441.26953,12441.26953,237310000
12/19/2006,12439.50977,12491.91016,12397.61035,12471.32031,12471.32031,233450000
12/20/2006,12471.32031,12498.46973,12456.58008,12463.87012,12463.87012,193300000
12/21/2006,12461.62012,12483.73047,12396.00977,12421.25,12421.25,192090000
12/22/2006,12413.08008,12420.20996,12341.7002,12343.21973,12343.21973,143650000
12/26/2006,12341.94043,12418.2002,12337.04981,12407.62988,12407.62988,110210000
12/27/2006,12408.42969,12519.21973,12407.79004,12510.57031,12510.57031,143650000
12/28/2006,12510.57031,12529.87988,12478.12988,12501.51953,12501.51953,126740000
12/29/2006,12500.48047,12526.03027,12451.12988,12463.15039,12463.15039,161560000
1/3/2007,12459.54004,12580.34961,12404.82031,12474.51953,12474.51953,327200000
1/4/2007,12473.16016,12510.41016,12403.86035,12480.69043,12480.69043,259060000
1/5/2007,12480.04981,12480.12988,12365.41016,12398.00977,12398.00977,235220000
1/8/2007,12392.00977,12445.91992,12337.37012,12423.49023,12423.49023,223500000
1/9/2007,12424.76953,12466.42969,12369.16992,12416.59961,12416.59961,225190000
1/10/2007,12417,12451.61035,12355.62988,12442.16016,12442.16016,226570000
1/11/2007,12442.95996,12544.45996,12442.95996,12514.98047,12514.98047,261720000
1/12/2007,12514.66016,12561.04004,12489.66016,12556.08008,12556.08008,256530000
1/16/2007,12555.83984,12585.08008,12538.92969,12582.58984,12582.58984,242720000
1/17/2007,12571.45996,12614,12550.54981,12577.15039,12577.15039,272720000
1/18/2007,12575.05957,12611.91016,12547.33984,12567.92969,12567.92969,250690000
1/19/2007,12567.92969,12586.83984,12523.54981,12565.53027,12565.53027,287480000
1/22/2007,12565.53027,12572.58008,12450.88965,12477.16016,12477.16016,293400000
1/23/2007,12477.80957,12554.23047,12468.34961,12533.79981,12533.79981,236760000
1/24/2007,12534.37012,12623.4502,12531.08008,12621.76953,12621.76953,216920000
1/25/2007,12621.76953,12622.65039,12487.33984,12502.55957,12502.55957,275780000
1/26/2007,12503.28027,12539.08984,12431.33984,12487.01953,12487.01953,247020000
1/29/2007,12487.09961,12542.7002,12481.49023,12490.78027,12490.78027,234510000
1/30/2007,12492.23047,12538.4502,12459.45996,12523.30957,12523.30957,244040000
1/31/2007,12520.03027,12657.01953,12505.2002,12621.69043,12621.69043,258410000
2/1/2007,12617.2002,12682.57031,12616.08008,12673.67969,12673.67969,235130000
2/2/2007,12673.83984,12683.92969,12638.34961,12653.49023,12653.49023,203610000
2/5/2007,12653.41016,12681.20996,12629.86035,12661.74023,12661.74023,204140000
2/6/2007,12661.66016,12680.57031,12633.94043,12666.30957,12666.30957,201010000
2/7/2007,12656.86035,12700.28027,12630.5,12666.87012,12666.87012,194020000
2/8/2007,12665.66992,12665.83008,12575.86035,12637.62988,12637.62988,193820000
2/9/2007,12638.03027,12675.67969,12545.09961,12580.83008,12580.83008,220330000
2/12/2007,12580.11035,12607.50977,12536.20996,12552.54981,12552.54981,174980000
2/13/2007,12549.19043,12658.21973,12549.19043,12654.84961,12654.84961,204940000
2/14/2007,12651.29004,12759.40039,12651.20996,12741.86035,12741.86035,210880000
2/15/2007,12741.7002,12779.03027,12728.71973,12765.00977,12765.00977,183280000
2/16/2007,12764.12988,12769.16992,12744.01953,12767.57031,12767.57031,243560000
2/20/2007,12766.84961,12795.92969,12704.67969,12786.63965,12786.63965,205760000
2/21/2007,12782.87012,12782.87012,12707.16992,12738.41016,12738.41016,213470000
2/22/2007,12735.76953,12763.73047,12650.61035,12686.01953,12686.01953,206860000
2/23/2007,12679.88965,12682.12988,12628.01953,12647.48047,12647.48047,215430000
2/26/2007,12647.87988,12697.23047,12608.46973,12632.25977,12632.25977,230080000
2/27/2007,12628.90039,12629.37988,12086.05957,12216.24023,12216.24023,393300000
2/28/2007,12214.91992,12353.46973,12186.04004,12268.62988,12268.62988,412820000
3/1/2007,12268.62988,12289.21973,12059.54004,12234.33984,12234.33984,372010000
3/2/2007,12233.78027,12247.40039,12107.37012,12114.09961,12114.09961,315180000
3/5/2007,12111.61035,12188.83984,12039.11035,12050.41016,12050.41016,278770000
3/6/2007,12051.16992,12224.41016,12050.61035,12207.58984,12207.58984,278810000
3/7/2007,12204.45996,12256.94043,12178.99023,12192.4502,12192.4502,263540000
3/8/2007,12193.33008,12303.63965,12193.33008,12260.7002,12260.7002,241070000
3/9/2007,12262.05957,12330.87988,12228.5,12276.32031,12276.32031,211040000
3/12/2007,12275.67969,12349.9502,12246.51953,12318.62012,12318.62012,219580000
3/13/2007,12307.49023,12307.57031,12071.48047,12075.95996,12075.95996,312340000
3/14/2007,12074.51953,12142.94043,11939.61035,12133.40039,12133.40039,333450000
3/15/2007,12133.16016,12188.12012,12105.91992,12159.67969,12159.67969,232600000
3/16/2007,12159.67969,12190.36035,12082.12988,12110.41016,12110.41016,388660000
3/19/2007,12110.41016,12234.66992,12110.41016,12226.16992,12226.16992,208480000
3/20/2007,12226.80957,12294.03027,12213.11035,12288.09961,12288.09961,196620000
3/21/2007,12288.98047,12480.4502,12263.50977,12447.51953,12447.51953,246000000
3/22/2007,12446.71973,12476.28027,12408.50977,12461.13965,12461.13965,232700000
3/23/2007,12460.5,12511.04981,12448.65039,12481.00977,12481.00977,206410000
3/26/2007,12480.37012,12486.78027,12367.16992,12469.07031,12469.07031,219960000
3/27/2007,12468.66992,12468.66992,12377.26953,12397.29004,12397.29004,209340000
3/28/2007,12396.49023,12396.49023,12257.41992,12300.36035,12300.36035,224830000
3/29/2007,12301.48047,12381.91016,12267.58984,12348.75,12348.75,208160000
3/30/2007,12348.91016,12416.67969,12242.59961,12354.34961,12354.34961,233630000
4/2/2007,12354.51953,12394.98047,12324.28027,12382.29981,12382.29981,209420000
4/3/2007,12379.04981,12534.26953,12379.04981,12510.29981,12510.29981,220470000
4/4/2007,12511.36035,12541.50977,12495.75,12530.04981,12530.04981,210130000
4/5/2007,12523.21973,12572.46973,12500.38965,12560.2002,12560.2002,164930000
4/9/2007,12562.63965,12593.59961,12555.32031,12569.13965,12569.13965,191590000
4/10/2007,12568.49023,12588.55957,12549.46973,12573.84961,12573.84961,214690000
4/11/2007,12573.12012,12580.03027,12455.84961,12484.62012,12484.62012,245470000
4/12/2007,12483.63965,12557.34961,12428.21973,12552.95996,12552.95996,218300000
4/13/2007,12551.91016,12615.37988,12530.20996,12612.12988,12612.12988,224240000
4/16/2007,12611.63965,12731.17969,12611.30957,12720.45996,12720.45996,225020000
4/17/2007,12719.55957,12790.01953,12707.4502,12773.04004,12773.04004,256880000
4/18/2007,12771.08008,12838.45996,12728.99023,12803.83984,12803.83984,261950000
4/19/2007,12799.76953,12830.08008,12734.91992,12808.62988,12808.62988,262590000
4/20/2007,12811.15039,12966.29004,12810.16992,12961.98047,12961.98047,415650000
4/23/2007,12961.98047,12983.91992,12916.62988,12919.40039,12919.40039,223290000
4/24/2007,12919.63965,12989.86035,12901.67969,12953.94043,12953.94043,238400000
4/25/2007,12951.41992,13107.4502,12951.41992,13089.88965,13089.88965,250170000
4/26/2007,13088.83984,13132.79981,13068.12012,13105.5,13105.5,251620000
4/27/2007,13104.04004,13148,13073.40039,13120.94043,13120.94043,270910000
4/30/2007,13120.20996,13162.05957,13061.53027,13062.91016,13062.91016,264090000
5/1/2007,13062.75,13137.75977,13041.29981,13136.13965,13136.13965,248960000
5/2/2007,13133.94043,13256.33008,13130.53027,13211.87988,13211.87988,251340000
5/3/2007,13206.65039,13246.82031,13196.03027,13241.37988,13241.37988,247240000
5/4/2007,13243.08008,13284.53027,13228.78027,13264.62012,13264.62012,236320000
5/7/2007,13264.12988,13317.69043,13260.79981,13312.96973,13312.96973,206190000
5/8/2007,13309.40039,13314.42969,13237.55957,13309.07031,13309.07031,225600000
5/9/2007,13300.62012,13369.29004,13278.34961,13362.87012,13362.87012,237040000
5/10/2007,13359.04981,13359.12988,13210.90039,13215.12988,13215.12988,224640000
5/11/2007,13212.2002,13333.4502,13212.04004,13326.21973,13326.21973,257840000
5/14/2007,13325.80957,13383.75977,13297.04004,13346.78027,13346.78027,199620000
